date	gold	platinum	palladium	silver50
20140424	1471.63	1609.79	898.91	1118.50
20140425	1472.48	1606.13	900.58	1116.50
20140426	1495.04	1631.06	928.73	1101.00
20140429	1507.99	1653.93	938.15	1138.50
20140430	1480.28	1622.88	914.74	1125.00
20140501	1483.88	1632.03	922.25	1110.00
20140506	1476.28	1641.91	940.21	1104.50
20140507	1499.98	1659.89	933.12	1099.00
20140508	1496.19	1657.11	931.27	1120.50
20140509	1454.44	1618.61	904.48	1106.00
20140513	1463.39	1619.89	908.99	1089.50
20140514	1449.67	1618.15	904.96	1091.00
20140515	1450.97	1635.94	917.29	1084.50
20140516	1454.52	1643.90	919.29	1108.50
20140517	1446.65	1633.67	903.49	1099.00
20140520	1453.08	1651.89	914.74	1079.50
20140521	1436.71	1634.17	908.86	1087.50
20140522	1433.41	1640.88	918.63	1074.50
20140523	1426.71	1627.85	913.67	1064.00
20140524	1425.36	1637.17	921.19	1079.00
20140527	1414.97	1624.78	907.16	1064.00
20140528	1413.08	1622.35	915.26	1069.50
20140529	1402.99	1621.16	932.55	1067.50
20140530	1396.91	1617.47	931.27	1065.00
20140531	1400.42	1627.12	928.03	1052.50
20140603	1396.23	1615.24	935.50	1065.50
20140604	1400.58	1616.43	938.79	1058.50
20140605	1407.69	1605.40	941.10	1066.00
20140606	1396.86	1603.62	935.91	1052.50
20140607	1397.28	1619.02	937.09	1048.00
20140610	1385.20	1602.64	931.56	1050.00
20140611	1385.07	1615.45	932.59	1056.00
20140612	1393.17	1628.77	941.29	1048.50
20140617	1424.41	1595.83	902.38	1088.00
20140618	1415.17	1601.50	907.63	1100.50
20140619	1420.76	1620.05	923.66	1094.50
20140620	1413.85	1604.65	912.06	1088.00
20140621	1449.64	1617.84	917.37	1103.50
20140624	1447.63	1595.87	897.12	1136.50
20140625	1445.40	1600.54	903.51	1133.50
20140626	1430.26	1589.42	899.36	1151.00
20140627	1423.13	1584.26	898.47	1127.50
20140628	1422.11	1593.76	905.00	1126.00
20140701	1428.66	1611.46	917.26	1144.50
20140702	1458.91	1635.25	929.87	1148.50
20140703	1460.95	1661.63	940.38	1160.50
20140704	1453.94	1655.68	941.08	1156.50
20140705	1458.31	1655.29	949.03	1158.50
20140708	1459.57	1664.91	960.27	1173.50
20140709	1459.06	1652.47	960.71	1159.50
20140710	1448.88	1642.25	954.23	1154.50
20140711	1461.23	1643.71	949.68	1149.50
20140712	1463.46	1650.16	949.36	1177.00
20140715	1457.61	1652.60	961.99	1181.50
20140716	1449.88	1653.22	963.64	1167.50
20140717	1434.40	1637.26	960.69	1157.00
20140718	1457.57	1669.31	986.82	1158.00
20140719	1481.25	1683.32	991.45	1174.50
20140722	1481.00	1683.23	995.04	1181.00
20140723	1472.36	1671.75	980.07	1179.00
20140724	1463.31	1661.97	977.04	1164.50
20140725	1466.14	1660.13	981.19	1180.00
20140726	1456.64	1657.81	986.12	1174.50
20140729	1482.99	1687.54	1005.70	1162.50
20140730	1497.94	1704.74	1013.91	1181.50
20140731	1490.38	1703.45	1011.96	1185.50
20140801	1475.71	1681.97	1002.80	1170.50
20140802	1475.45	1678.19	1001.63	1188.50
20140805	1483.01	1681.93	996.32	1166.00
20140806	1487.90	1683.85	984.07	1171.00
20140807	1495.91	1689.21	983.34	1172.50
20140808	1517.42	1708.55	996.46	1152.50
20140809	1543.80	1735.39	1005.38	1176.00
20140812	1516.20	1703.66	996.70	1166.50
20140813	1521.14	1706.78	1015.25	1151.50
20140814	1524.71	1711.92	1021.33	1169.00
20140815	1523.69	1705.60	1020.81	1153.00
20140816	1520.45	1689.91	1024.36	1149.50
20140819	1509.07	1684.27	1042.53	1150.50
20140820	1509.52	1679.88	1039.04	1137.00
20140821	1507.61	1667.75	1013.23	1145.00
20140822	1495.74	1663.36	1016.24	1134.00
20140823	1482.77	1647.14	1020.93	1123.00
20140826	1483.25	1644.38	1025.42	1131.50
20140827	1494.65	1652.07	1029.35	1132.00
20140828	1493.06	1651.08	1030.62	1132.50
20140829	1503.41	1663.32	1047.02	1127.50
20140830	1526.67	1690.83	1062.70	1172.50
20140902	1543.47	1707.44	1089.93	1167.50
20140903	1534.28	1702.69	1081.89	1170.00
20140904	1521.96	1686.93	1051.03	1152.00
20140905	1503.93	1670.78	1043.64	1130.00
20140906	1500.45	1667.83	1052.93	1140.00
20140909	1511.02	1681.23	1065.97	1140.50
20140910	1495.16	1660.63	1048.76	1142.00
20140911	1498.85	1655.10	1022.94	1135.50
20140912	1498.47	1654.68	1019.01	1142.00
20140913	1497.84	1651.28	1003.60	1132.00
20140916	1507.98	1674.38	1031.98	1138.00
20140917	1541.52	1703.61	1044.07	1160.00
20140918	1525.47	1685.23	1041.24	1156.50
20140919	1510.72	1667.60	1025.27	1150.50
20140920	1509.81	1663.57	1021.36	1142.50
20140923	1505.74	1650.86	1000.94	1144.00
20140924	1522.89	1669.59	1014.43	1102.50
20140925	1510.47	1647.44	1015.62	1105.50
20140926	1490.60	1605.74	986.35	1093.50
20140927	1521.72	1635.95	1002.24	1090.50
20140930	1542.05	1650.00	995.32	1110.50
20141001	1532.12	1654.94	995.24	1113.00
20141002	1540.97	1624.49	980.56	1091.00
20141003	1544.21	1626.22	994.30	1083.50
20141004	1541.16	1591.57	982.77	1090.50
20141007	1533.86	1564.39	966.66	1090.50
20141008	1542.85	1615.04	983.85	1087.50
20141009	1568.25	1641.52	1020.64	1116.00
20141010	1577.81	1650.44	1033.45	1115.00
20141011	1580.20	1635.47	1022.65	1140.50
20141014	1592.08	1638.75	1021.63	1119.00
20141015	1606.70	1657.52	1029.43	1134.50
20141016	1610.50	1646.69	1026.72	1152.00
20141017	1625.71	1642.74	996.91	1114.00
20141018	1633.70	1660.09	995.00	1152.00
20141021	1631.13	1666.62	991.03	1141.00
20141022	1652.05	1680.09	1007.00	1147.00
20141023	1642.12	1676.70	1018.14	1143.50
20141024	1654.98	1680.99	1020.60	1158.00
20141025	1655.75	1685.66	1057.91	1147.50
20141028	1659.59	1693.98	1053.34	1159.00
20141029	1674.08	1714.63	1072.66	1171.00
20141030	1683.97	1741.56	1091.56	1178.00
20141031	1682.21	1748.13	1100.78	1200.00
20141101	1582.87	1662.13	1050.97	1132.00
20141106	1634.81	1712.96	1089.16	1150.50
20141107	1662.66	1757.82	1104.08	1113.00
20141108	1762.49	1839.46	1160.63	1176.00
20141111	1729.26	1786.81	1136.12	1137.50
20141112	1700.85	1766.96	1124.29	1157.50
20141113	1733.01	1790.74	1153.10	1160.00
20141114	1721.64	1782.44	1147.76	1158.00
20141115	1758.33	1817.76	1168.67	1199.00
20141118	1806.36	1833.75	1162.65	1168.00
20141119	1815.54	1821.58	1166.05	1223.50
20141120	1815.57	1823.51	1167.29	1230.00
20141121	1792.90	1798.90	1151.72	1221.00
20141122	1756.78	1790.27	1143.95	1192.50
20141125	1722.09	1756.65	1136.06	1173.50
20141126	1738.46	1759.79	1149.57	1180.50
20141127	1784.75	1822.44	1186.60	1243.50
20141128	1833.51	1871.06	1227.45	1272.50
20141129	1878.31	1925.09	1274.93	1302.00
20141202	1963.36	1995.42	1339.16	1330.00
20141203	1953.77	1989.68	1304.14	1283.50
20141204	2103.79	2140.07	1416.22	1412.50
20141205	2039.73	2093.94	1353.61	1380.50
20141206	2056.67	2110.45	1367.70	1402.00
20141209	2048.52	2111.51	1379.68	1399.50
20141210	2102.86	2147.30	1399.58	1417.00
20141211	2143.30	2181.26	1422.18	1428.50
20141212	2148.32	2180.91	1439.26	1502.50
20141213	2237.92	2266.27	1494.39	1553.00
20141216	2271.21	2288.56	1525.08	1601.00
20141217	2357.79	2390.72	1574.81	1656.50
20141218	2613.03	2617.39	1712.96	1775.00
20141219	2320.13	2303.36	1504.28	1528.00
20141220	2336.31	2339.23	1545.18	1568.50
20141223	2170.96	2177.77	1463.96	1440.50
20141224	2069.34	2084.25	1421.08	1411.50
20141225	2062.03	2100.57	1417.32	1376.00
20141226	1991.06	2013.05	1368.54	1334.00
20141227	1969.05	1990.80	1353.41	1319.00
20141230	2175.83	2215.92	1481.53	1437.00
20141231	2146.08	2183.16	1465.09	1447.00
20150101	2168.34	2187.78	1442.85	1427.50
20150113	2464.80	2489.00	1623.70	1638.00
20150114	2582.98	2591.32	1688.63	1722.00
20150115	2611.23	2613.88	1676.71	1806.50
20150116	2574.82	2578.47	1607.11	1734.50
20150117	2636.52	2633.90	1619.73	1793.50
20150120	2664.44	2642.50	1589.68	1767.00
20150121	2699.97	2649.30	1604.62	1844.00
20150122	2735.75	2699.92	1639.76	1876.00
20150123	2706.12	2685.09	1608.53	1915.50
20150124	2636.32	2602.69	1579.55	1842.50
20150127	2705.17	2638.21	1617.51	1922.00
20150128	2788.62	2740.65	1707.18	1943.50
20150129	2778.56	2726.74	1699.09	1929.00
20150130	2818.51	2746.69	1745.69	1990.00
20150131	2800.07	2725.83	1735.22	1931.50
20150203	2854.00	2745.93	1726.85	1895.00
20150204	2791.22	2695.35	1730.08	1876.00
20150205	2670.72	2600.75	1653.88	1850.50
20150206	2787.71	2730.91	1742.66	1918.00
20150207	2683.90	2664.79	1685.93	1805.00
20150210	2627.27	2590.79	1655.99	1821.00
20150211	2603.90	2560.77	1639.14	1785.50
20150212	2623.99	2565.58	1635.35	1784.00
20150213	2603.83	2554.42	1646.99	1801.00
20150214	2564.97	2511.08	1628.02	1767.00
20150217	2485.09	2439.76	1581.51	1698.50
20150218	2468.18	2416.16	1579.80	1744.50
20150219	2420.49	2355.29	1568.85	1687.00
20150220	2432.51	2357.11	1550.10	1640.00
20150221	2388.29	2296.01	1545.89	1660.00
20150225	2441.02	2364.45	1598.76	1654.00
20150226	2427.88	2356.44	1617.92	1642.00
20150227	2381.32	2320.81	1590.80	1611.50
20150228	2373.77	2310.73	1585.80	1656.50
20150303	2434.20	2364.68	1632.47	1653.50
20150304	2421.63	2378.02	1654.19	1667.00
20150305	2395.63	2347.39	1643.17	1633.00
20150306	2385.56	2350.27	1650.36	1622.50
20150307	2307.86	2270.25	1587.44	1561.50
20150311	2264.44	2213.73	1570.09	1552.50
20150312	2335.11	2269.11	1616.19	1590.00
20150313	2275.92	2204.88	1560.07	1532.50
20150314	2279.90	2209.91	1567.24	1545.50
20150317	2311.87	2227.95	1574.55	1548.50
20150318	2292.57	2195.79	1542.61	1546.50
20150319	2266.28	2155.82	1510.85	1534.50
20150320	2239.07	2152.51	1488.87	1488.00
20150321	2261.64	2165.62	1488.14	1532.50
20150324	2257.90	2171.13	1481.18	1545.00
20150325	2254.68	2159.73	1460.61	1580.50
20150326	2200.33	2103.37	1417.01	1565.50
20150327	2194.06	2099.00	1398.73	1536.50
20150328	2223.48	2117.69	1410.56	1589.50
20150331	2231.92	2122.15	1400.35	1565.00
20150401	2185.73	2077.76	1360.46	1538.50
20150402	2216.16	2131.26	1384.57	1553.50
20150403	2201.48	2116.28	1368.71	1543.00
20150404	2186.86	2105.66	1370.32	1536.50
20150407	2177.71	2096.86	1364.59	1530.00
20150408	2149.91	2076.08	1375.16	1499.50
20150409	2103.69	2035.77	1335.76	1462.50
20150410	2020.37	1959.56	1275.40	1377.00
20150411	1973.36	1916.06	1259.31	1358.50
20150414	2018.86	1950.01	1317.99	1371.00
20150415	1990.95	1916.67	1264.97	1343.50
20150416	1931.98	1862.40	1235.65	1313.50
20150417	1923.85	1862.20	1228.16	1315.00
20150418	1956.86	1890.99	1267.16	1329.00
20150421	1993.10	1933.05	1287.04	1332.50
20150422	2078.33	1995.55	1343.09	1395.00
20150423	2074.22	1966.57	1324.85	1384.50
20150424	1970.49	1874.68	1259.19	1315.50
20150425	1925.90	1831.96	1247.16	1278.50
20150428	1957.17	1846.72	1270.86	1310.50
20150429	2020.29	1918.72	1299.89	1372.00
20150430	2002.72	1916.62	1286.61	1369.50
20150501	1980.05	1897.35	1284.08	1358.00
20150506	1975.88	1902.00	1301.28	1366.00
20150507	1914.27	1836.74	1269.49	1318.50
20150508	1915.46	1839.36	1279.14	1323.50
20150509	1933.95	1856.86	1284.14	1330.50
20150513	1938.85	1846.45	1286.62	1347.00
20150514	1900.02	1804.46	1253.41	1326.00
20150515	1955.78	1849.92	1260.65	1400.50
20150516	1955.70	1858.74	1258.99	1387.00
20150519	1943.40	1845.05	1251.66	1400.50
20150520	1928.39	1838.82	1239.58	1375.50
20150521	1931.82	1844.17	1256.66	1366.50
20150522	1941.38	1856.96	1248.67	1378.50
20150523	1938.55	1853.71	1250.22	1380.50
20150526	1930.26	1832.32	1232.77	1382.50
20150527	1931.77	1836.31	1265.20	1358.00
20150528	1948.38	1850.21	1287.60	1366.50
20150529	1999.68	1889.65	1324.77	1402.00
20150530	2027.34	1897.23	1330.10	1419.50
20150602	2016.32	1879.95	1319.53	1410.50
20150603	2042.48	1898.58	1328.15	1434.50
20150604	2024.20	1895.24	1306.71	1416.00
20150605	2090.56	1957.17	1343.68	1456.00
20150606	2126.45	1987.39	1368.93	1460.50
20150609	2114.28	1976.62	1349.58	1447.00
20150610	2122.90	2002.47	1348.16	1449.50
20150611	2090.40	1961.73	1316.64	1421.50
20150612	2069.57	1944.22	1299.07	1391.00
20150616	2093.64	1931.49	1302.47	1415.50
20150617	2053.84	1890.35	1285.72	1392.50
20150618	2042.25	1861.16	1265.03	1384.50
20150619	2054.09	1872.34	1243.09	1392.50
20150620	2072.47	1869.84	1241.94	1394.00
20150623	2055.42	1845.87	1205.33	1394.00
20150624	2062.38	1870.06	1223.47	1391.00
20150625	2044.09	1860.24	1222.19	1381.50
20150626	2062.03	1887.18	1220.08	1384.00
20150627	2069.60	1897.96	1191.29	1395.00
20150630	2100.21	1919.02	1197.83	1413.00
20150701	2109.52	1944.35	1202.88	1409.50
20150702	2089.82	1935.18	1225.32	1394.00
20150703	2083.36	1930.72	1248.98	1396.50
20150704	2088.52	1941.48	1235.33	1398.00
20150707	2111.55	1929.74	1216.97	1413.50
20150708	2145.48	1946.34	1249.11	1436.00
20150709	2123.34	1867.17	1166.29	1379.00
20150710	2128.92	1901.57	1203.60	1409.00
20150711	2117.82	1882.06	1184.26	1407.50
20150714	2101.99	1872.76	1182.99	1406.00
20150715	2112.51	1883.16	1201.70	1399.50
20150716	2103.72	1869.16	1191.45	1394.50
20150717	2096.67	1843.81	1166.34	1367.00
20150718	2088.86	1834.83	1144.03	1371.50
20150721	2037.37	1796.18	1116.44	1356.00
20150722	2030.60	1807.01	1132.59	1351.50
20150723	2010.80	1774.67	1134.84	1355.00
20150724	2031.55	1831.19	1174.69	1372.00
20150725	2022.22	1824.89	1162.48	1352.00
20150728	2076.21	1861.52	1183.06	1388.00
20150729	2121.32	1897.49	1194.65	1407.50
20150730	2107.44	1896.56	1202.88	1403.50
20150731	2059.03	1868.14	1177.78	1388.50
20150801	2095.47	1897.48	1187.38	1412.50
20150804	2195.16	1962.19	1231.14	1479.00
20150805	2210.18	1931.84	1203.61	1470.50
20150806	2190.86	1915.62	1201.80	1464.00
20150807	2227.82	1950.62	1229.92	1498.00
20150808	2239.99	1956.03	1235.60	1513.50
20150811	2270.23	2003.14	1248.34	1543.00
20150812	2262.39	2020.05	1255.92	1555.50
20150813	2334.49	2069.44	1254.20	1605.50
20150814	2299.07	2039.09	1267.49	1577.00
20150815	2331.49	2071.05	1294.40	1623.00
20150818	2353.01	2095.45	1301.50	1603.50
20150819	2368.62	2103.75	1276.22	1611.50
20150820	2373.34	2100.34	1253.02	1568.00
20150821	2449.82	2187.28	1319.69	1668.50
20150822	2517.26	2247.10	1327.24	1693.00
20150825	2623.69	2270.00	1339.71	1699.00
20150826	2595.70	2210.59	1234.60	1672.00
20150827	2528.01	2181.70	1201.16	1605.50
20150828	2447.13	2144.63	1181.82	1547.00
20150829	2405.55	2135.18	1203.31	1543.00
20150901	2434.51	2151.38	1229.05	1548.50
20150902	2399.17	2117.84	1237.51	1542.00
20150903	2443.78	2160.82	1224.03	1560.50
20150904	2434.61	2180.28	1264.65	1584.50
20150905	2448.14	2189.18	1262.15	1598.50
20150908	2468.32	2179.87	1279.30	1601.00
20150909	2479.04	2196.27	1298.30	1618.00
20150910	2439.98	2178.44	1280.54	1605.50
20150911	2439.49	2175.77	1286.08	1621.00
20150912	2419.09	2134.07	1274.76	1594.00
20150915	2420.84	2088.74	1289.07	1576.50
20150916	2386.95	2057.68	1260.95	1549.00
20150917	2352.24	2034.83	1265.41	1538.00
20150918	2349.73	2027.89	1275.58	1551.00
20150919	2397.55	2061.98	1285.31	1610.50
20150922	2417.65	2084.09	1278.10	1614.00
20150923	2402.66	2050.97	1291.43	1589.50
20150924	2387.82	2000.12	1318.55	1571.00
20150925	2426.03	2014.48	1375.06	1581.50
20150926	2418.64	1993.18	1391.43	1582.50
20150929	2397.15	1951.44	1380.34	1549.00
20150930	2394.90	1925.12	1362.92	1550.50
20151001	2372.37	1952.85	1409.69	1548.00
20151002	2329.66	1906.88	1377.89	1521.00
20151003	2345.43	1905.94	1458.60	1529.50
20151006	2393.35	1945.31	1495.91	1609.00
20151007	2379.41	1923.37	1460.84	1640.00
20151008	2314.22	1893.07	1419.30	1594.50
20151009	2289.81	1868.62	1387.94	1563.00
20151010	2269.30	1917.52	1393.31	1575.50
20151013	2288.97	1938.60	1401.85	1569.00
20151014	2309.42	1964.53	1376.37	1561.50
20151015	2382.03	2013.27	1394.27	1607.50
20151016	2368.08	2007.17	1402.82	1619.00
20151017	2320.62	1966.81	1376.96	1582.00
20151020	2314.48	1997.13	1366.98	1566.50
20151021	2345.70	2016.54	1365.01	1585.00
20151022	2364.81	2039.81	1379.34	1585.50
20151023	2354.72	2018.71	1356.57	1591.50
20151024	2332.61	2012.95	1389.75	1591.00
20151027	2348.15	1981.41	1368.50	1605.50
20151028	2379.98	2019.13	1386.24	1643.50
20151029	2460.10	2093.65	1423.77	1659.00
20151030	2391.09	2054.81	1386.38	1653.50
20151031	2375.47	2057.26	1409.45	1637.00
20151103	2329.75	1997.86	1351.74	1603.00
20151104	2321.63	1993.37	1322.07	1580.50
20151106	2257.04	1940.49	1245.42	1555.00
20151107	2267.97	1949.18	1248.95	1537.50
20151110	2277.63	1945.84	1259.80	1567.50
20151111	2261.71	1885.96	1265.93	1530.00
20151112	2259.88	1868.35	1243.49	1510.50
20151113	2288.74	1860.29	1224.76	1519.50
20151114	2321.76	1878.83	1191.14	1541.50
20151117	2338.68	1848.30	1155.99	1537.50
20151118	2275.33	1825.23	1153.66	1511.50
20151119	2229.50	1772.36	1137.14	1484.00
20151120	2239.53	1792.71	1122.79	1478.50
20151121	2263.11	1801.90	1136.61	1482.00
20151124	2253.15	1786.32	1155.73	1507.00
20151125	2263.78	1772.20	1132.94	1474.50
20151126	2257.19	1768.36	1141.02	1488.50
20151127	2260.66	1797.12	1163.59	1485.50
20151128	2267.32	1805.94	1181.95	1521.50
20151201	2265.05	1778.74	1175.81	1514.00
20151202	2277.78	1793.68	1169.51	1499.50
20151203	2289.30	1808.86	1154.41	1524.50
20151204	2289.07	1806.25	1150.42	1540.50
20151205	2312.70	1853.64	1179.19	1515.50
20151208	2385.00	1925.27	1226.97	1556.50
20151209	2388.00	1922.88	1227.70	1614.50
20151210	2399.26	1886.66	1210.31	1584.00
20151211	2385.54	1913.77	1232.82	1588.00
20151212	2373.50	1901.56	1209.88	1575.50
20151215	2411.29	1903.30	1239.51	1571.50
20151216	2434.69	1931.08	1263.86	1561.00
20151217	2412.27	1957.88	1281.11	1555.00
20151218	2418.65	1956.07	1268.49	1559.00
20151219	2419.73	1930.74	1252.00	1614.50
20151222	2453.91	1988.51	1278.33	1583.00
20151223	2462.66	2007.63	1273.63	1623.50
20151224	2443.62	1995.49	1274.83	1624.00
20151225	2395.70	1953.39	1238.19	1601.50
20151226	2421.64	1974.54	1251.60	1604.00
20151229	2439.47	1989.08	1260.81	1616.00
20151230	2487.91	2058.40	1286.79	1655.00
20151231	2502.10	2080.79	1298.15	1632.00
20160101	2490.71	2044.62	1282.58	1620.00
20160112	2697.53	2126.87	1186.75	1714.00
20160113	2696.48	2061.43	1145.24	1720.50
20160114	2658.20	2066.50	1186.83	1705.50
20160115	2683.54	2081.39	1188.31	1701.50
20160116	2661.26	2050.53	1191.42	1725.50
20160119	2758.00	2089.14	1239.32	1745.00
20160120	2742.92	2094.41	1256.65	1751.00
20160121	2792.84	2100.00	1246.71	1792.00
20160122	2947.67	2195.70	1324.95	1888.00
20160123	2843.38	2134.51	1305.58	1814.50
20160126	2760.59	2103.52	1235.60	1772.00
20160127	2932.99	2268.09	1291.92	1871.00
20160128	2835.69	2217.25	1254.66	1820.00
20160129	2783.42	2198.88	1243.71	1788.50
20160130	2689.71	2088.15	1191.50	1641.00
20160202	2753.33	2122.67	1214.70	1727.50
20160203	2815.09	2154.66	1245.19	1795.00
20160204	2879.52	2196.59	1269.03	1817.00
20160205	2817.80	2187.86	1243.89	1771.00
20160206	2880.69	2265.26	1285.55	1832.50
20160209	2899.65	2238.86	1233.10	1842.00
20160210	3007.48	2339.91	1302.76	1889.50
20160211	3008.35	2343.84	1304.11	1950.00
20160212	3111.44	2388.43	1330.30	1923.00
20160213	3167.94	2433.15	1331.58	2000.00
20160216	3021.92	2340.62	1297.84	1955.50
20160217	2971.01	2296.90	1250.18	1870.50
20160218	3009.54	2342.76	1279.00	1921.00
20160219	2921.89	2285.30	1244.54	1850.00
20160220	2999.04	2305.44	1230.06	1872.00
20160221	3053.09	2333.56	1257.29	1906.00
20160225	3026.51	2298.89	1223.13	1868.00
20160226	3034.25	2308.72	1205.94	1881.50
20160227	2971.89	2225.90	1170.89	1830.00
20160301	3011.60	2245.00	1198.15	1851.00
20160302	2952.29	2233.26	1197.58	1756.00
20160303	2910.01	2220.36	1226.17	1774.00
20160304	2947.77	2221.60	1227.10	1759.00
20160305	2991.79	2256.49	1272.95	1761.00
20160310	2927.93	2275.80	1293.81	1822.00
20160311	2850.82	2237.69	1284.55	1745.00
20160312	2853.20	2206.16	1286.17	1726.00
20160315	2834.16	2185.59	1296.92	1748.00
20160316	2797.73	2159.08	1267.78	1769.00
20160317	2815.81	2208.17	1294.76	1749.00
20160318	2798.51	2166.77	1289.48	1685.00
20160319	2758.89	2148.61	1301.92	1729.50
20160322	2752.59	2137.03	1296.38	1763.00
20160323	2727.75	2137.66	1300.90	1722.50
20160324	2679.67	2142.08	1296.12	1728.00
20160325	2695.94	2109.86	1278.77	1726.50
20160326	2686.47	2105.61	1269.53	1681.00
20160329	2660.80	2085.49	1257.40	1665.00
20160330	2688.99	2088.94	1255.58	1664.50
20160331	2691.39	2108.42	1254.19	1671.50
20160401	2691.21	2116.15	1243.51	1677.50
20160402	2659.65	2119.78	1236.90	1660.00
20160405	2682.67	2095.35	1234.25	1651.50
20160406	2727.61	2115.20	1235.90	1682.00
20160407	2700.35	2106.08	1218.27	1660.00
20160408	2697.37	2059.81	1172.67	1658.50
20160409	2678.82	2073.65	1175.65	1644.00
20160412	2691.71	2097.69	1174.02	1679.00
20160413	2685.95	2126.66	1181.71	1702.00
20160414	2634.05	2101.74	1158.71	1689.50
20160415	2651.61	2118.63	1156.59	1724.00
20160416	2611.25	2097.92	1193.35	1717.00
20160419	2716.76	2155.50	1231.40	1778.00
20160420	2620.75	2089.51	1205.16	1754.00
20160421	2649.12	2140.10	1235.65	1801.50
20160422	2629.26	2144.97	1241.82	1810.50
20160423	2651.47	2195.01	1292.31	1830.00
20160426	2636.71	2159.32	1289.60	1806.00
20160427	2637.64	2160.11	1277.69	1811.00
20160428	2607.75	2128.52	1261.19	1816.50
20160429	2630.62	2160.43	1274.90	1816.00
20160430	2636.13	2192.47	1290.66	1846.50
20160505	2723.80	2246.61	1282.87	1827.50
20160506	2702.64	2239.22	1275.32	1841.00
20160507	2724.56	2257.96	1276.89	1842.00
20160511	2697.27	2230.58	1243.24	1817.00
20160512	2708.62	2253.28	1269.33	1864.50
20160513	2648.89	2209.67	1259.39	1799.50
20160514	2661.96	2202.38	1242.10	1784.00
20160517	2672.48	2196.82	1241.32	1806.50
20160518	2634.40	2177.87	1219.61	1771.50
20160519	2658.54	2173.44	1211.19	1783.50
20160520	2668.90	2169.18	1217.63	1767.00
20160521	2681.48	2174.63	1197.22	1767.00
20160524	2695.39	2192.27	1189.91	1758.00
20160525	2678.76	2170.77	1174.85	1753.50
20160526	2586.24	2112.21	1129.20	1716.50
20160527	2571.58	2098.52	1132.07	1725.50
20160528	2593.05	2108.41	1152.94	1730.50
20160531	2584.04	2090.61	1160.03	1731.50
20160601	2568.47	2073.02	1150.03	1704.00
20160602	2604.89	2086.05	1162.96	1708.00
20160603	2608.50	2090.23	1169.59	1714.50
20160604	2602.89	2063.39	1158.51	1730.00
20160607	2623.98	2085.56	1173.92	1734.50
20160608	2601.98	2079.74	1165.66	1709.50
20160609	2604.36	2094.06	1160.36	1741.50
20160610	2578.73	2049.29	1131.21	1747.00
20160611	2635.03	2063.76	1150.46	1801.50
20160615	2716.08	2086.84	1146.38	1831.00
20160616	2716.86	2074.73	1148.62	1845.00
20160617	2767.58	2083.62	1141.33	1875.00
20160618	2702.51	2055.55	1138.23	1827.50
20160621	2646.70	2010.94	1122.00	1787.50
20160622	2642.61	2034.36	1130.66	1791.00
20160623	2591.38	2009.60	1128.74	1761.50
20160624	2617.54	2016.27	1151.86	1788.00
20160625	2768.01	2056.23	1154.52	1900.50
20160628	2770.65	2072.86	1150.43	1851.00
20160629	2733.78	2039.92	1168.94	1830.50
20160630	2722.37	2041.13	1185.84	1881.00
20160701	2717.35	2071.54	1211.15	1894.00
20160702	2740.98	2126.10	1220.50	1980.00
20160705	2761.56	2160.11	1234.64	2084.50
20160706	2778.59	2184.03	1229.42	2038.50
20160707	2846.74	2225.45	1246.75	2122.50
20160708	2815.21	2236.35	1252.03	2054.00
20160709	2801.22	2224.70	1247.65	2036.50
20160712	2803.64	2256.12	1269.45	2112.50
20160713	2779.46	2259.98	1284.08	2090.50
20160714	2751.43	2241.79	1309.77	2082.50
20160715	2709.81	2209.62	1300.02	2069.50
20160716	2702.18	2225.92	1314.03	2045.00
20160719	2691.03	2201.69	1290.57	2001.00
20160720	2697.90	2207.41	1302.17	2024.00
20160721	2702.82	2208.18	1331.43	2008.50
20160722	2709.04	2227.48	1368.87	1981.50
20160723	2749.35	2273.12	1412.91	2046.50
20160726	2744.63	2237.45	1406.75	2025.50
20160727	2792.61	2297.50	1445.71	2080.00
20160728	2800.41	2321.66	1454.48	2075.50
20160729	2851.02	2442.27	1496.40	2169.00
20160730	2872.53	2431.68	1498.24	2160.00